Brisbane Bayside State College,Accounting,25
Brisbane Bayside State College,Graphics,28
Brisbane Bayside State College,Technology Studies,28
Brisbane Bayside State College,Health Education,31
Brisbane Bayside State College,Ancient History,41
Brisbane Bayside State College,Physical Education,45
Brisbane Bayside State College,Biology,49
Brisbane Bayside State College,Mathematics B,56
Brisbane Bayside State College,Mathematics A,91
Brisbane Bayside State College,English,113
Brisbane School of Distance Education,Chinese,1
Brisbane School of Distance Education,German,1
Brisbane School of Distance Education,French,4
Brisbane School of Distance Education,Spanish,5
Brisbane School of Distance Education,English Extension,7
Brisbane School of Distance Education,Japanese,7
Brisbane School of Distance Education,Music,7
Brisbane School of Distance Education,Dance,11
Brisbane School of Distance Education,Economics,13
Brisbane School of Distance Education,Graphics,18
Brisbane School of Distance Education,Mathematics C,18
Brisbane School of Distance Education,Accounting,20
Brisbane School of Distance Education,Information Processing & Technology,25
Brisbane School of Distance Education,Geography,26
Brisbane School of Distance Education,Philosophy & Reason,29
Brisbane School of Distance Education,Physics,30
Brisbane School of Distance Education,Visual Art,34
Brisbane School of Distance Education,Business Communication & Technologies,35
Brisbane School of Distance Education,Ancient History,40
Brisbane School of Distance Education,Chemistry,46
Brisbane School of Distance Education,Modern History,46
Brisbane School of Distance Education,Legal Studies,49
Brisbane School of Distance Education,Mathematics B,74
Brisbane School of Distance Education,Biology,77
Brisbane School of Distance Education,Mathematics A,147
Brisbane School of Distance Education,English,209
Brisbane State High School,Business Communication & Technologies,1
Brisbane State High School,Modern Greek,1
Brisbane State High School,Music Extension,11
Brisbane State High School,Ancient History,17
Brisbane State High School,English Extension,17
Brisbane State High School,Italian,17
Brisbane State High School,Drama,23
Brisbane State High School,Dance,27
Brisbane State High School,German,29
Brisbane State High School,Music,35
Brisbane State High School,Geography,44
Brisbane State High School,Economics,46
Brisbane State High School,Aerospace Studies,48
Brisbane State High School,Visual Art,48
Brisbane State High School,Engineering Technology,49
Brisbane State High School,French,49
Brisbane State High School,Graphics,49
Brisbane State High School,Health Education,49
Brisbane State High School,Information Processing & Technology,49
Brisbane State High School,"Film, Television and New Media",50
Brisbane State High School,Japanese,56
Brisbane State High School,Modern History,66
Brisbane State High School,Accounting,73
Brisbane State High School,Business Management,79
Brisbane State High School,Philosophy & Reason,84
Brisbane State High School,Legal Studies,100
Brisbane State High School,Physical Education,116
Brisbane State High School,Mathematics C,162
Brisbane State High School,Chemistry,181
Brisbane State High School,Mathematics A,190
Brisbane State High School,Physics,196
Brisbane State High School,Biology,207
Brisbane State High School,Mathematics B,356
Brisbane State High School,English,507
Browns Plains State High School,Mathematics C,5
Browns Plains State High School,Accounting,6
Browns Plains State High School,Music,10
Browns Plains State High School,Visual Art,11
Browns Plains State High School,Hospitality Studies,16
Browns Plains State High School,Chemistry,17
Browns Plains State High School,Dance,17
Browns Plains State High School,Modern History,17
Browns Plains State High School,Physics,18
Browns Plains State High School,Ancient History,19
Browns Plains State High School,Information Technology Systems,20
Browns Plains State High School,Legal Studies,20
Browns Plains State High School,Health Education,21
Browns Plains State High School,Drama,23
Browns Plains State High School,Graphics,25
Browns Plains State High School,Business Communication & Technologies,35
Browns Plains State High School,Physical Education,38
Browns Plains State High School,Biology,44
Browns Plains State High School,Mathematics B,52
Browns Plains State High School,Mathematics A,81
Browns Plains State High School,English,88
Bundaberg North State High School,Music,4
Bundaberg North State High School,Home Economics,5
Bundaberg North State High School,Graphics,6
Bundaberg North State High School,Mathematics C,6
Bundaberg North State High School,Ancient History,8
Bundaberg North State High School,Physics,9
Bundaberg North State High School,Technology Studies,10
Bundaberg North State High School,Visual Art,10
Bundaberg North State High School,Science21,12
Bundaberg North State High School,Chemistry,13
Bundaberg North State High School,Accounting,14
Bundaberg North State High School,Drama,20
Bundaberg North State High School,Legal Studies,23
Bundaberg North State High School,Business Communication & Technologies,26
Bundaberg North State High School,Mathematics B,38
Bundaberg North State High School,Physical Education,42
Bundaberg North State High School,Biology,43
Bundaberg North State High School,"Film, Television and New Media",49
Bundaberg North State High School,English,63
Bundaberg North State High School,Mathematics A,76
Bundaberg State High School,Health Education,1
Bundaberg State High School,Mathematics C,5
Bundaberg State High School,Accounting,8
Bundaberg State High School,Japanese,8
Bundaberg State High School,Drama,10
Bundaberg State High School,Music,11
Bundaberg State High School,"Film, Television and New Media",14
Bundaberg State High School,Home Economics,16
Bundaberg State High School,Physics,16
Bundaberg State High School,Graphics,17
Bundaberg State High School,Modern History,17
Bundaberg State High School,Business Communication & Technologies,18
Bundaberg State High School,Chemistry,19
Bundaberg State High School,Information Technology Systems,19
Bundaberg State High School,Information Processing & Technology,20
Bundaberg State High School,Visual Art,24
Bundaberg State High School,Technology Studies,26
Bundaberg State High School,Legal Studies,31
Bundaberg State High School,Ancient History,42
Bundaberg State High School,Mathematics B,44
Bundaberg State High School,Physical Education,53
Bundaberg State High School,Biology,63
Bundaberg State High School,Mathematics A,134
Bundaberg State High School,English,138
Bundamba State Secondary College,Visual Art,5
Bundamba State Secondary College,Accounting,8
Bundamba State Secondary College,Graphics,10
Bundamba State Secondary College,Modern History,10
Bundamba State Secondary College,Technology Studies,10
Bundamba State Secondary College,Mathematics C,14
Bundamba State Secondary College,Physics,16
Bundamba State Secondary College,Geography,18
Bundamba State Secondary College,Music,18
Bundamba State Secondary College,Physical Education,18
Bundamba State Secondary College,Legal Studies,20
Bundamba State Secondary College,Ancient History,21
Bundamba State Secondary College,Dance,21
Bundamba State Secondary College,Chemistry,23
Bundamba State Secondary College,"Film, Television and New Media",23
Bundamba State Secondary College,Drama,24
Bundamba State Secondary College,Biology,26
Bundamba State Secondary College,Business Communication & Technologies,26
Bundamba State Secondary College,Mathematics B,41
Bundamba State Secondary College,Mathematics A,58
Bundamba State Secondary College,English,75
Burnett State College,Modern History,4
Burnett State College,Physics,5
Burnett State College,Chemistry,7
Burnett State College,Mathematics B,10
Burnett State College,Visual Art,12
Burnett State College,Biology,13
Burnett State College,Business Communication & Technologies,14
Burnett State College,Physical Education,15
Burnett State College,English,24
Burnett State College,Mathematics A,28
Burnside State High School,Japanese,9
Burnside State High School,Music,9
Burnside State High School,Mathematics C,10
Burnside State High School,Graphics,11
Burnside State High School,"Film, Television and New Media",12
Burnside State High School,Physics,13
Burnside State High School,Chemistry,14
Burnside State High School,Legal Studies,14
Burnside State High School,Visual Art,14
Burnside State High School,Health Education,15
Burnside State High School,Home Economics,15
Burnside State High School,Physical Education,15
Burnside State High School,Modern History,16
Burnside State High School,Drama,18
Burnside State High School,Information Processing & Technology,19
Burnside State High School,Business Communication & Technologies,21
Burnside State High School,Biology,32
Burnside State High School,Marine Science,32
Burnside State High School,Mathematics B,34
Burnside State High School,Mathematics A,66
Burnside State High School,English,80
Caboolture State High School,Chinese,5
Caboolture State High School,Drama,10
Caboolture State High School,Agricultural Science,11
Caboolture State High School,Mathematics C,15
Caboolture State High School,Physics,15
Caboolture State High School,Physical Education,18
Caboolture State High School,Graphics,20
Caboolture State High School,Chemistry,21
Caboolture State High School,Ancient History,22
Caboolture State High School,Modern History,23
Caboolture State High School,Health Education,24
Caboolture State High School,Legal Studies,25
Caboolture State High School,Geography,29
Caboolture State High School,Information Technology Systems,30
Caboolture State High School,Biology,32
Caboolture State High School,Science21,36
Caboolture State High School,Mathematics B,45
Caboolture State High School,English,74
Caboolture State High School,Mathematics A,84
Cairns School of Distance Education,Chinese Extension,1
Cairns School of Distance Education,English Extension,1
Cairns School of Distance Education,French,1
Cairns School of Distance Education,Italian,1
Cairns School of Distance Education,Indonesian,2
Cairns School of Distance Education,Information Processing & Technology,2
Cairns School of Distance Education,Japanese,3
Cairns School of Distance Education,Mathematics C,4
Cairns School of Distance Education,Visual Art,5
Cairns School of Distance Education,Physics,6
Cairns School of Distance Education,Ancient History,12
Cairns School of Distance Education,Biology,14
Cairns School of Distance Education,Mathematics B,19
Cairns School of Distance Education,Mathematics A,36
Cairns School of Distance Education,English,49
Cairns State High School,Chinese,10
Cairns State High School,Technology Studies,13
Cairns State High School,Japanese,15
Cairns State High School,Graphics,16
Cairns State High School,Information Processing & Technology,16
Cairns State High School,Aerospace Studies,17
Cairns State High School,Music Extension,18
Cairns State High School,Economics,19
Cairns State High School,Accounting,20
Cairns State High School,Dance,20
Cairns State High School,Geography,20
Cairns State High School,Mathematics C,20
Cairns State High School,Ancient History,21
Cairns State High School,Music,22
Cairns State High School,Drama,24
Cairns State High School,Home Economics,25
Cairns State High School,Business Communication & Technologies,28
Cairns State High School,Legal Studies,36
Cairns State High School,Business Management,37
Cairns State High School,Visual Art,38
Cairns State High School,Physics,50
Cairns State High School,"Film, Television and New Media",68
Cairns State High School,Chemistry,79
Cairns State High School,Biology,89
Cairns State High School,Mathematics B,93
Cairns State High School,Physical Education,93
Cairns State High School,Mathematics A,137
Cairns State High School,English,205
Calamvale Community College,Mathematics C,6
Calamvale Community College,Music,6
Calamvale Community College,English for ESL Learners,11
Calamvale Community College,Hospitality Studies,13
Calamvale Community College,Physics,13
Calamvale Community College,Accounting,15
Calamvale Community College,Drama,16
Calamvale Community College,Visual Art,16
Calamvale Community College,Philosophy & Reason,17
Calamvale Community College,Modern History,18
Calamvale Community College,Chemistry,20
Calamvale Community College,"Film, Television and New Media",20
Calamvale Community College,Graphics,24
Calamvale Community College,Business Management,26
Calamvale Community College,Mathematics B,27
Calamvale Community College,Science21,27
Calamvale Community College,Legal Studies,28
Calamvale Community College,Biology,38
Calamvale Community College,Physical Education,55
Calamvale Community College,English,90
Calamvale Community College,Mathematics A,109
Calen District State College,Business Communication & Technologies,2
Calen District State College,Accounting,3
Calen District State College,Visual Art,3
Calen District State College,Information Technology Systems,4
Calen District State College,"Film, Television and New Media",5
Calen District State College,Mathematics B,5
Calen District State College,Biology,6
Calen District State College,English,8
Calen District State College,Mathematics A,9
Caloundra State High School,Dance,1
Caloundra State High School,Marine Science,3
Caloundra State High School,Music,5
Caloundra State High School,Home Economics,12
Caloundra State High School,Visual Art,12
Caloundra State High School,Information Processing & Technology,13
Caloundra State High School,Mathematics C,13
Caloundra State High School,Health Education,14
Caloundra State High School,Ancient History,15
Caloundra State High School,Legal Studies,16
Caloundra State High School,Graphics,18
Caloundra State High School,Physics,18
Caloundra State High School,Business Management,20
Caloundra State High School,Chemistry,23
Caloundra State High School,Information Technology Systems,29
Caloundra State High School,Biology,36
Caloundra State High School,Mathematics B,47
Caloundra State High School,Physical Education,50
Caloundra State High School,English,76
Caloundra State High School,Mathematics A,98
Capalaba State College,Physics,1
Capalaba State College,Music Extension,2
Capalaba State College,Dance,3
Capalaba State College,Biology,5
Capalaba State College,Music,6
Capalaba State College,Chemistry,7
Capalaba State College,Drama,7
Capalaba State College,Ancient History,9
Capalaba State College,Modern History,9
Capalaba State College,Business Communication & Technologies,10
Capalaba State College,Home Economics,12
Capalaba State College,"Film, Television and New Media",14
Capalaba State College,Visual Art,14
Capalaba State College,Physical Education,24
Capalaba State College,Mathematics A,25
Capalaba State College,English,26
Capella State High School,Business Communication & Technologies,5
Capella State High School,Chemistry,6
Capella State High School,Visual Art,6
Capella State High School,Biology,7
Capella State High School,Drama,8
Capella State High School,Mathematics B,8
Capella State High School,Legal Studies,11
Capella State High School,English,12
Capella State High School,Mathematics A,12
Cavendish Road State High School,Music Extension,5
Cavendish Road State High School,Japanese,12
Cavendish Road State High School,Modern History,13
Cavendish Road State High School,Music,14
Cavendish Road State High School,German,16
Cavendish Road State High School,Drama,23
Cavendish Road State High School,Graphics,23
Cavendish Road State High School,Information Processing & Technology,23
Cavendish Road State High School,Economics,24
Cavendish Road State High School,Mathematics C,27
Cavendish Road State High School,Ancient History,28
Cavendish Road State High School,Health Education,28
Cavendish Road State High School,Technology Studies,28
Cavendish Road State High School,Accounting,35
Cavendish Road State High School,Visual Art,40
Cavendish Road State High School,Philosophy & Reason,46
Cavendish Road State High School,Physical Education,46
Cavendish Road State High School,Business Communication & Technologies,47
Cavendish Road State High School,Physics,49
Cavendish Road State High School,Legal Studies,54
Cavendish Road State High School,Chemistry,60
Cavendish Road State High School,Biology,81
Cavendish Road State High School,Mathematics B,119
